,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
HELLS,0.006076536266052146,0.25963798573684893,9.721715e-05,0.16698185040218583,0.15841584158415842,4.411701512440813e-05,0.3768330707356298,0.24520095506928902,0.2284843869002285
HMGB3,0.006003442226967405,0.2620465955263207,9.721715e-05,0.20866229051918528,0.22772277227722773,4.614041313665318e-05,0.37852646976786364,0.28540443654291037,0.29819655907100967
LGALS8,0.0059471196218897696,0.2639103314285275,9.721715e-05,0.1405854804673905,0.13861386138613863,4.151000725198958e-05,0.3799055443513379,0.21728822328808423,0.2057603088364255
CAPN5,0.005900273019964132,0.26546563389652644,9.721715e-05,0.14921996874640597,0.13861386138613863,3.9615510496751906e-05,0.38105114913377003,0.22689300873756613,0.2057603088364255
ADAM28,0.005885759320245421,0.2659484291279002,9.721715e-05,0.23607285179320314,0.21782178217821782,6.603628411978742e-05,0.38107386546510447,0.30845755896324456,0.28888830527615095
ING2,0.005876892304401964,0.26624360733828634,9.721715e-05,0.20314485352161316,0.19801980198019803,4.737638112634578e-05,0.38107386546510447,0.28021160951340385,0.2696592854927799
TMEM87B,0.005850672414087119,0.2671174225906221,9.721715e-05,0.2954574764465395,0.31683168316831684,6.203631688236402e-05,0.38143930655072583,0.35448651533772324,0.3756897428873322
RNF214,0.005843928575235698,0.2673424044990991,9.721715e-05,0.17295437486818643,0.1782178217821782,4.2361637757549214e-05,0.38143930655072583,0.250573774944565,0.2498380679189414
EXTL3,0.005836499386473433,0.2675903610552691,9.721715e-05,0.2576692418233395,0.27722772277227725,6.219077119414259e-05,0.38143930655072583,0.3275456463856011,0.343954991032602
NUDT11,0.0058327920428531636,0.2677141406805944,9.721715e-05,0.1701548182324779,0.18811881188118812,3.4277136203255384e-05,0.38143930655072583,0.24864318299923707,0.26007209015832455
UBE2D1,0.005819111386826033,0.26817115568010064,9.721715e-05,0.2046958844054818,0.19801980198019803,4.5890739560020005e-05,0.38156753232333346,0.28130462977499854,0.2696592854927799
CPEB1,0.005816992468066923,0.2682419752233034,9.721715e-05,0.16311730144174574,0.1782178217821782,4.4099299889975556e-05,0.38156753232333346,0.24165526139517887,0.2498380679189414
PCNX3,0.00577253590435383,0.26972999064040626,9.721715e-05,0.16256830651445675,0.1485148514851485,5.1646114652307044e-05,0.38244913699989225,0.24119926782560347,0.21808348235704625
ABO,0.005752199431368123,0.270412052635833,9.721715e-05,0.2636738488048779,0.22772277227722773,5.302982159783262e-05,0.38296902653564074,0.3309713583324827,0.29819655907100967
MYBPC1,0.005746718035702312,0.2705960397307796,9.721715e-05,0.16468547965499414,0.1782178217821782,5.519717889681019e-05,0.38296902653564074,0.24337755614038545,0.2498380679189414
ADAM32,0.005737882409139564,0.27089274563387356,9.721715e-05,0.18007620001246472,0.1485148514851485,4.212988192588041e-05,0.38297749147107474,0.2573981934091701,0.21808348235704625
HDAC3,0.005702576806608469,0.2720799480948417,9.721715e-05,0.2105745738280168,0.26732673267326734,5.585446394475408e-05,0.3831125782919221,0.2868573672134328,0.33485603257611773
DPP8,0.0056944217335321646,0.27235454166169804,9.721715e-05,0.18384412434878106,0.2079207920792079,5.111794112334693e-05,0.3832380980230273,0.26188621702105563,0.2795886939657659
PUS3,0.0056800502519445155,0.27283878588291355,9.721715e-05,0.27222780293717785,0.25742574257425743,5.1790228341473595e-05,0.38340048396897497,0.33789135656248803,0.32489576260949615
SETD5,0.005664282174510194,0.27337057899046824,9.721715e-05,0.2291319369313397,0.24752475247524752,5.3580518349273e-05,0.3839474424023431,0.30308457266050226,0.31625820162936225
SERTAD3,0.005629895429860079,0.27453208126487183,9.721715e-05,0.24229051352256048,0.27722772277227725,5.5258472569456025e-05,0.3848892652844189,0.31458375490309437,0.343954991032602
LINC01445,0.005577687383132402,0.27630018631679676,9.721715e-05,0.18952774400230754,0.2376237623762376,3.9762439084135854e-05,0.38652385930509836,0.2678206462585599,0.3068752850317317
ARID4A,0.005545325030475443,0.27739898450687717,9.721715e-05,0.2233359770748815,0.24752475247524752,4.730836009152911e-05,0.387241157602752,0.29764901431570173,0.31625820162936225
FBXO40,0.005545286361071784,0.2774002987250386,9.721715e-05,0.21920441367050603,0.2376237623762376,4.951679155005044e-05,0.387241157602752,0.2938514394741526,0.3068752850317317
KRBA1,0.00554168141960863,0.2775228296153056,9.721715e-05,0.20662914340605387,0.21782178217821782,5.613561534678094e-05,0.387241157602752,0.28331235384742304,0.28888830527615095
TAF5L,0.005492764970631218,0.27918809469893235,9.721715e-05,0.22622353417952423,0.22772277227722773,4.302159096149598e-05,0.38830054895539967,0.30003121243968733,0.29819655907100967
PLXNA1,0.005472242187376391,0.27988819630430006,9.721715e-05,0.21269928772814228,0.2079207920792079,4.55683686374518e-05,0.38891365859791577,0.288563975065044,0.2795886939657659
INSM2,0.005448434550424234,0.2807014206301941,9.721715e-05,0.2317325559330191,0.18811881188118812,6.326968911500866e-05,0.3896327405628633,0.30541454124342193,0.26007209015832455
STARD4,0.005413804487779113,0.2818863551395996,9.721715e-05,0.29464011567137893,0.297029702970297,6.919968759160167e-05,0.3906046491541796,0.3541347544127151,0.35974530032736823
MTERF1,0.005386871522575966,0.28280958152443847,9.721715e-05,0.2503135815466522,0.2376237623762376,4.9548991055409167e-05,0.3914802626185664,0.32132680557978455,0.3068752850317317
FREM1,0.005375345340817467,0.2832051270894531,9.721715e-05,0.1931100259053189,0.19801980198019803,4.0945292120779045e-05,0.3914802626185664,0.2714910458420517,0.2696592854927799
TNRC6B,0.005374393588607236,0.28323780035922574,9.721715e-05,0.2127924414545238,0.24752475247524752,5.225208660589439e-05,0.3914802626185664,0.288563975065044,0.31625820162936225
B3GNTL1,0.005372546459538024,0.2833012167149692,9.721715e-05,0.1845987265880793,0.21782178217821782,4.6327400589996584e-05,0.3914802626185664,0.26262166510544344,0.28888830527615095
PLEKHD1,0.005329535851739897,0.28477979557688693,9.721715e-05,0.23298881787810388,0.24752475247524752,4.617026177992223e-05,0.39243885472239814,0.30589341515724794,0.31625820162936225
IKZF1,0.005302994087259857,0.2856940574473782,9.721715e-05,0.3416211004213494,0.21782178217821782,7.024274626377564e-05,0.39322393579259546,0.38212651053842217,0.28888830527615095
ARHGAP19,0.0052878397593237,0.28621669135250316,9.721715e-05,0.23437792438328964,0.22772277227722773,5.4629054456996877e-05,0.39322393579259546,0.30691129338710993,0.29819655907100967
GRIN2D,0.005273027850110384,0.28672795448223876,9.721715e-05,0.21967848918098376,0.22772277227722773,4.881845771384047e-05,0.39322393579259546,0.2939325708342756,0.29819655907100967
ADRB2,0.005252701688586573,0.2874302571690899,9.721715e-05,0.18717621944609197,0.18811881188118812,3.806174063855243e-05,0.39322393579259546,0.265498183611478,0.26007209015832455
SSH2,0.0052499986863158415,0.2875237116494045,9.721715e-05,0.19328614030273183,0.18811881188118812,4.540459467823919e-05,0.39322393579259546,0.2715964500740963,0.26007209015832455
MTHFS,0.005244603806843126,0.287710278909023,9.721715e-05,0.2295738227150429,0.27722772277227725,5.196186532564549e-05,0.39322393579259546,0.30353524378366187,0.343954991032602
TRBC2,0.005241910294281972,0.28780344813256453,9.721715e-05,0.2042079480617519,0.16831683168316833,4.66727042061352e-05,0.39322393579259546,0.2810347335080633,0.23919966605850543
USF1,0.005240855979663108,0.28783992100017985,9.721715e-05,0.27471004954567246,0.2871287128712871,5.8825674031474705e-05,0.39322393579259546,0.33970739844889425,0.3523051691672235
RTBDN,0.005200012733460693,0.28925452617884995,9.721715e-05,0.2534983111500084,0.24752475247524752,5.1252726110250746e-05,0.3946173617719645,0.3241666382992435,0.31625820162936225
SH3GLB1,0.00518898900724691,0.2896368920161402,9.721715e-05,0.21860741803691042,0.1782178217821782,5.4543747373460675e-05,0.3949593982038275,0.29361787991511096,0.2498380679189414
MYBL1,0.005176568719910524,0.2900679826168747,9.721715e-05,0.21865241399676072,0.15841584158415842,4.833392023065427e-05,0.39512266762328707,0.29361787991511096,0.2284843869002285
SCFD2,0.005170363974283683,0.2902834531472416,9.721715e-05,0.15077635408451906,0.15841584158415842,4.122976707607224e-05,0.39512266762328707,0.22868001125053447,0.2284843869002285
HOMEZ,0.005148124910990117,0.2910563583180359,9.721715e-05,0.2011361467870999,0.21782178217821782,4.641240061773902e-05,0.39581553715054746,0.2784731958447506,0.28888830527615095
USP2-AS1,0.005131471433256687,0.29163576856127904,9.721715e-05,0.19526932811159625,0.21782178217821782,4.323140160220239e-05,0.3961879513731037,0.2734789825166347,0.28888830527615095
HES5,0.005120301627312934,0.29202469111559015,9.721715e-05,0.27590504765502954,0.3069306930693069,5.231188318603476e-05,0.3961879513731037,0.3403433976007766,0.36772846613734855
PAK1IP1,0.005115427348970342,0.29219448472682563,9.721715e-05,0.2907385797724351,0.297029702970297,5.6004309334068087e-05,0.3961879513731037,0.35070998766276856,0.35974530032736823
RILP,0.005111351501448711,0.29233650056131466,9.721715e-05,0.22023246440842292,0.19801980198019803,3.9334240471584146e-05,0.3961879513731037,0.29429727983308185,0.2696592854927799
TMEM241,0.005067967869698693,0.2938501132009286,9.721715e-05,0.16207941855623598,0.16831683168316833,4.468169254705846e-05,0.3968138252321165,0.24083123113853783,0.23919966605850543
HHIP-AS1,0.005064317621911968,0.29397763196055904,9.721715e-05,0.28122968913490587,0.2079207920792079,6.168118731116381e-05,0.3968138252321165,0.3443864310053498,0.2795886939657659
RHBDL1,0.005061943425694463,0.29406058651456546,9.721715e-05,0.29904867320564255,0.297029702970297,6.216285564784489e-05,0.3968138252321165,0.35666706737874887,0.35974530032736823
AC245060.5,0.005053789867449585,0.2943455546653093,9.721715e-05,0.25255803409984323,0.25742574257425743,4.867560598759776e-05,0.3968138252321165,0.32323980473529423,0.32489576260949615
AKR1C2,0.005029202435958202,0.2952056603973572,9.721715e-05,0.22313572400122428,0.25742574257425743,4.798376549555615e-05,0.39749415672893695,0.29751429866829904,0.32489576260949615
ZIK1,0.005005155590076656,0.29604797304080466,9.721715e-05,0.25601871465912773,0.2079207920792079,4.7605852844710816e-05,0.3978312772085051,0.3258617496722033,0.2795886939657659
LRRC10B,0.004999344446380289,0.29625169109460014,9.721715e-05,0.15775250244014094,0.13861386138613863,2.922990172445529e-05,0.3978312772085051,0.23615644077865408,0.2057603088364255
ADAMTS16,0.004995181083902778,0.29639768331369354,9.721715e-05,0.1774307114607716,0.18811881188118812,3.21304829643436e-05,0.39784923934723965,0.25492918313329255,0.26007209015832455
USP49,0.004989495219707175,0.29659711674476874,9.721715e-05,0.22421233275447494,0.25742574257425743,3.8712282230575734e-05,0.3979388865090815,0.298267434903199,0.32489576260949615
CHI3L1,0.004956721467097048,0.2977478625801855,9.721715e-05,0.20825922854149037,0.18811881188118812,5.51029434285836e-05,0.3987694588127484,0.2850263164345215,0.26007209015832455
DPH6,0.004942496177543433,0.29824797134820913,9.721715e-05,0.15386220820791652,0.13861386138613863,4.207599359675738e-05,0.39892138177015457,0.2319089260388932,0.2057603088364255
SSTR3,0.0049271963996863795,0.2987862816907064,9.721715e-05,0.26670111406370545,0.2079207920792079,5.445333222850365e-05,0.39909943327399827,0.33351535731184506,0.2795886939657659
CPLX3,0.004923708582695434,0.2989090594959909,9.721715e-05,0.3041639348496068,0.32673267326732675,5.129617885218638e-05,0.39909943327399827,0.3602415335763207,0.3825909523036613
STAT1,0.004923242292898373,0.2989254755222247,9.721715e-05,0.1990454126988711,0.1782178217821782,4.138044898270558e-05,0.39909943327399827,0.27647940391613035,0.2498380679189414
HDAC2,0.00489643032434583,0.2998700957124849,9.721715e-05,0.22310382327354228,0.21782178217821782,4.1595349564441985e-05,0.39963298306511796,0.29751429866829904,0.28888830527615095
CNTNAP5,0.004881889919861222,0.30038293735524046,9.721715e-05,0.30032296698230676,0.2871287128712871,5.597070606135567e-05,0.3999714477627475,0.35731344513912117,0.3523051691672235
CNOT6L,0.0048752126830376025,0.300618576923944,9.721715e-05,0.2538265019252661,0.2871287128712871,5.5847933401404666e-05,0.3999714477627475,0.3243098406200164,0.3523051691672235
ORC6,0.0048604208175519,0.3011408785453873,9.721715e-05,0.2533567950906723,0.22772277227722773,5.418431697094667e-05,0.40027741068980366,0.3241238316725019,0.29819655907100967
CCR6,0.004846157586243155,0.30164490092665586,9.721715e-05,0.26256375105255036,0.25742574257425743,5.300261973045087e-05,0.40056106210571646,0.3306957511679442,0.32489576260949615
ZNF281,0.004845730893982637,0.3016599848712713,9.721715e-05,0.28417940724774904,0.25742574257425743,5.462740508092328e-05,0.40056106210571646,0.3459773283265418,0.32489576260949615
AC055764.2,0.004836912582243995,0.3019717958176633,9.721715e-05,0.3114954007938977,0.2079207920792079,7.734173432387962e-05,0.4006621897338619,0.3651763198052728,0.2795886939657659
BAIAP2L2,0.004830834881127325,0.30218678442877756,9.721715e-05,0.19981481207209584,0.19801980198019803,4.2438847864993535e-05,0.4006621897338619,0.2771356616811316,0.2696592854927799
TRAPPC13,0.004804104218237336,0.30313315176313826,9.721715e-05,0.28059359714871934,0.25742574257425743,4.7376026340884445e-05,0.40114664988505283,0.344005227399329,0.32489576260949615
CALCB,0.004796620176484842,0.3033983526942561,9.721715e-05,0.21611842872667786,0.22772277227722773,3.7264985978389355e-05,0.40132057234689955,0.2916577985515221,0.29819655907100967
AC018413.1,0.004787236813057715,0.30373100346852977,9.721715e-05,0.17625148623436449,0.15841584158415842,3.507689332827356e-05,0.4013258442365061,0.2538427550182878,0.2284843869002285
C9orf40,0.004778110793118048,0.30405468716233974,9.721715e-05,0.26731276001355,0.3069306930693069,4.1613259287287214e-05,0.4013258442365061,0.33400178260751767,0.36772846613734855
ZFP82,0.004731812767954084,0.3056991586347583,9.721715e-05,0.26154511041657025,0.25742574257425743,5.314863075320607e-05,0.4024122316385585,0.330164017020903,0.32489576260949615
KLHL8,0.004714025988019845,0.3063319777111504,9.721715e-05,0.2480933454519334,0.25742574257425743,4.89984269214388e-05,0.4027683704428997,0.3197761635833106,0.32489576260949615
DPYD,0.004706986924326023,0.30658257370043185,9.721715e-05,0.232685067989862,0.24752475247524752,4.65929547055396e-05,0.4027683704428997,0.30562837301645623,0.31625820162936225
COL23A1,0.004701706144961209,0.30677063283337,9.721715e-05,0.2651381088334559,0.22772277227722773,5.1005649079045974e-05,0.4027683704428997,0.3318840159279993,0.29819655907100967
CCDC58,0.004691266631761157,0.3071425544699532,9.721715e-05,0.26222187613395453,0.297029702970297,4.0713552927008725e-05,0.4028490765763423,0.33055350660936517,0.35974530032736823
ZNF581,0.00468727896665843,0.30728467279043437,9.721715e-05,0.22584452283123146,0.21782178217821782,4.872020735274715e-05,0.4028490765763423,0.2996610210056145,0.28888830527615095
CDH2,0.0046691026005436995,0.3079328354870403,9.721715e-05,0.263103884534879,0.297029702970297,5.088689401584818e-05,0.40340546133673405,0.33080957820814627,0.35974530032736823
INIP,0.00466277312572851,0.3081586831635287,9.721715e-05,0.2027321093089809,0.21782178217821782,4.3535880913972893e-05,0.40352511981256484,0.28001672556489077,0.28888830527615095
SLFN11,0.004642701035953089,0.3088753736494253,9.721715e-05,0.28829881717781913,0.27722772277227725,5.179764472620981e-05,0.40393466475513334,0.3487485691667167,0.343954991032602
ZMAT1,0.004636360851408833,0.3091019066542725,9.721715e-05,0.26502630828804197,0.31683168316831684,5.735352404872977e-05,0.4040547799402255,0.3318840159279993,0.3756897428873322
MYC,0.004628203253243471,0.30939348214142004,9.721715e-05,0.3274776153631569,0.3465346534653465,7.259022399273222e-05,0.40412634072906145,0.3732647591525345,0.396039603960396
HACD4,0.004549589453924419,0.312209491323008,9.721715e-05,0.24903667990057965,0.24752475247524752,4.3424719925072495e-05,0.40599413696099873,0.3200985602835214,0.31625820162936225
AC083862.2,0.004528995979353759,0.31294899211053917,9.721715e-05,0.31671502161809895,0.25742574257425743,6.436253697294322e-05,0.4066032812176775,0.368416077880689,0.32489576260949615
NANP,0.004494323867358102,0.3141957500046342,9.721715e-05,0.3382900520901261,0.31683168316831684,5.5780844885972936e-05,0.40752697700738644,0.38040852395470653,0.3756897428873322
UBL4A,0.004494114103643745,0.31420329927269497,9.721715e-05,0.2243965335255067,0.22772277227722773,5.342725161198372e-05,0.40752697700738644,0.298267434903199,0.29819655907100967
TREM2,0.004476346362530294,0.3148430313009223,9.721715e-05,0.21874532053675766,0.2079207920792079,3.7452530006581666e-05,0.40759717662420886,0.29361787991511096,0.2795886939657659
ZNF136,0.0044648562067125756,0.3152570334656113,9.721715e-05,0.25490819043066937,0.2376237623762376,5.092628055493883e-05,0.40759717662420886,0.3248617550093493,0.3068752850317317
CFAP298,0.004458630952714559,0.31548143276651097,9.721715e-05,0.21537555899248706,0.22772277227722773,4.6471778678700996e-05,0.4075987503443294,0.2911792145008838,0.29819655907100967
TGDS,0.0043546243239191325,0.31924053430728516,9.721715e-05,0.23678392151762173,0.22772277227722773,3.855005372831167e-05,0.4103348770016519,0.3091740415573518,0.29819655907100967
KYAT1,0.004332627369807227,0.3200379717324293,9.721715e-05,0.3035529937157153,0.297029702970297,5.92743804948995e-05,0.4108534780359722,0.3598020470751268,0.35974530032736823
DCTN1-AS1,0.004322859787522951,0.3203923348602882,9.721715e-05,0.2440342734020775,0.2079207920792079,4.244360928976549e-05,0.4108534780359722,0.31637978401306505,0.2795886939657659
AL161645.1,0.004319047394522726,0.3205306910897284,9.721715e-05,0.22305904761898654,0.22772277227722773,4.68320742478126e-05,0.4108534780359722,0.29751429866829904,0.29819655907100967
AP002360.1,0.0043090304647974125,0.3208943360851094,9.721715e-05,0.2970667238726279,0.36633663366336633,5.0615416190991707e-05,0.4108534780359722,0.35548471145507926,0.40931467448420816
THAP9,0.004261006950819392,0.3226401180665809,9.721715e-05,0.2702964647441447,0.27722772277227725,5.110288039753363e-05,0.41207113881410057,0.3364686283122133,0.343954991032602
SLC37A1,0.004255336016967335,0.3228465308586447,9.721715e-05,0.23249746237026048,0.25742574257425743,3.977134528429067e-05,0.41207113881410057,0.3055892783057438,0.32489576260949615
ALMS1,0.004218710426962008,0.3241809553303747,9.721715e-05,0.22985961595012472,0.2376237623762376,4.4779740064561844e-05,0.41320755233244183,0.30371066205517505,0.3068752850317317
PLCD1,0.004206238270583973,0.32463588563244317,9.721715e-05,0.23543205774452103,0.2079207920792079,4.246965249509426e-05,0.41320755233244183,0.3078516850050457,0.2795886939657659
TRMT11,0.0042025930298399,0.3247688977048846,9.721715e-05,0.24984658959826445,0.24752475247524752,4.5007792943762115e-05,0.41320755233244183,0.3208646270525657,0.31625820162936225
DNAJB9,0.004202257662348433,0.3247811361332993,9.721715e-05,0.23682731583293148,0.24752475247524752,4.283389807237474e-05,0.41320755233244183,0.3091740415573518,0.31625820162936225
CDC42SE1,0.0041715408356097616,0.3259028732817285,9.721715e-05,0.2706332427120599,0.2871287128712871,5.6789930176498646e-05,0.4135703538073124,0.3366085108358954,0.3523051691672235
AL022323.1,0.004111188568101261,0.3281114449365433,9.721715e-05,0.34294050835487666,0.2871287128712871,6.245269477505817e-05,0.4144565620251074,0.38298802459625647,0.3523051691672235
SPEF2,0.004086161097049566,0.32902908846944023,9.721715e-05,0.28699326204442854,0.297029702970297,4.6870364693211926e-05,0.41526599301990774,0.3475897400618836,0.35974530032736823
TRIP10,0.0040759090683052486,0.3294052818150067,9.721715e-05,0.2622391152434297,0.297029702970297,4.201882937017493e-05,0.41544771658271334,0.33055350660936517,0.35974530032736823
GOLPH3L,0.004058647842649343,0.3300390644574386,9.721715e-05,0.2752046653111492,0.2376237623762376,5.328145401277835e-05,0.41544771658271334,0.3400387133169059,0.3068752850317317
PPP2R3B,0.004053784962609133,0.3302177036532242,9.721715e-05,0.3202597669550292,0.3465346534653465,4.80919902190732e-05,0.41544771658271334,0.3706295382904622,0.396039603960396
AVP,0.004042804608146297,0.33062121223439056,9.721715e-05,0.20694725863055707,0.21782178217821782,3.2585029715563676e-05,0.41544771658271334,0.28361890173214765,0.28888830527615095
ZCCHC14,0.004033884706243856,0.3309491478389692,9.721715e-05,0.28906871974504256,0.31683168316831684,5.734842293759202e-05,0.41544771658271334,0.34953895978844324,0.3756897428873322
CPT1A,0.004032522618740912,0.3309992357107434,9.721715e-05,0.2794819657043671,0.25742574257425743,5.784916081640646e-05,0.41544771658271334,0.34292265730597193,0.32489576260949615
BMT2,0.0040025810215007784,0.3321010370103338,9.721715e-05,0.30806456436043894,0.297029702970297,5.266725615981461e-05,0.41634062308023456,0.36314094030700067,0.35974530032736823
VPS13C,0.003962560421309845,0.3335759972156731,9.721715e-05,0.30610728878660987,0.33663366336633666,4.178716670559405e-05,0.41714380643894095,0.3617649485040999,0.3897726708216943
VAMP4,0.003941550185113291,0.33435136277828237,9.721715e-05,0.270620206672064,0.2871287128712871,3.9767416676869055e-05,0.4177651346667418,0.3366085108358954,0.3523051691672235
CASC1,0.003907983887624726,0.33559156606436746,9.721715e-05,0.3054221036198185,0.25742574257425743,4.830015528798288e-05,0.41861733812603014,0.36130375033890194,0.32489576260949615
TM4SF1,0.0038873090641316646,0.3363563501995338,9.721715e-05,0.23337274335985336,0.3069306930693069,4.791686226442495e-05,0.41900753248407546,0.3061295278004198,0.36772846613734855
MIS18A,0.00385802491255022,0.337440761866422,9.721715e-05,0.28100652383472635,0.26732673267326734,5.611759811864632e-05,0.41935471648685424,0.34437073999353723,0.33485603257611773
KMO,0.0038446096033689513,0.33793799167346983,9.721715e-05,0.3482342197620276,0.3069306930693069,5.5730828551422645e-05,0.41967976532880913,0.38649746921423705,0.36772846613734855
ECEL1,0.0038273060090419204,0.33857975598864365,9.721715e-05,0.25989185004951143,0.2871287128712871,3.9239736199784554e-05,0.42011021733745924,0.32911589284446363,0.3523051691672235
FBXL12,0.00380149373150854,0.3395379658684857,9.721715e-05,0.30888862995655386,0.25742574257425743,4.7630595642936554e-05,0.4203623925556403,0.363969320451556,0.32489576260949615
ESAM,0.003795579814641679,0.339757650188126,9.721715e-05,0.36842016020661106,0.3465346534653465,7.033459496372044e-05,0.4203623925556403,0.4000218894751477,0.396039603960396
ADAMTSL5,0.003794742804297767,0.33978874701789596,9.721715e-05,0.2771818346030417,0.2376237623762376,4.1907833778885314e-05,0.4203623925556403,0.3410769088634639,0.3068752850317317
PAQR9,0.0037884647937869186,0.3400220240728544,9.721715e-05,0.20872577792504843,0.16831683168316833,3.328851970955294e-05,0.4203934276692538,0.28540443654291037,0.23919966605850543
FADS3,0.0037787552244342324,0.3403829309197943,9.721715e-05,0.27565991318278016,0.297029702970297,4.972701235425899e-05,0.4203934276692538,0.3401808883374498,0.35974530032736823
DHODH,0.0037270697131986047,0.34230654709079356,9.721715e-05,0.3147351038712387,0.3069306930693069,4.940221239002196e-05,0.4215597870576275,0.36725216321031356,0.36772846613734855
MOB1B,0.003646479997646682,0.3453140755112374,9.721715e-05,0.2965303034943112,0.3465346534653465,4.407420422270921e-05,0.4231798142463353,0.355126111969235,0.396039603960396
UCK2,0.0036398254158962924,0.3455628582339647,9.721715e-05,0.24176947880442923,0.1782178217821782,5.044667719121496e-05,0.4231798142463353,0.3142584213229149,0.2498380679189414
METTL21C,0.00363592875440055,0.34570856659770555,9.721715e-05,0.38102401758332094,0.39603960396039606,4.2453732152927717e-05,0.4231798142463353,0.4104387981148879,0.43267254620582235
MCAT,0.0036351441483134118,0.3457379082392559,9.721715e-05,0.3273607445598973,0.33663366336633666,4.1602107283934855e-05,0.4231798142463353,0.3732647591525345,0.3897726708216943
NKD2,0.003610106807441163,0.3466747067089272,9.721715e-05,0.35963717401620365,0.32673267326732675,6.479747416378213e-05,0.42388124841609476,0.3935441240735374,0.3825909523036613
SNX7,0.003608499946514437,0.3467348612043655,9.721715e-05,0.3025547066257369,0.33663366336633666,4.321386495615561e-05,0.42388124841609476,0.35918643445873,0.3897726708216943
SLC9B2,0.0035799612858496924,0.3478038778876701,9.721715e-05,0.3212762783252543,0.24752475247524752,3.998825072818965e-05,0.42417613279779487,0.3708460311565075,0.31625820162936225
EDN1,0.003575640848494911,0.34796582093845774,9.721715e-05,0.3690344512144986,0.297029702970297,6.775539145425721e-05,0.42417613279779487,0.4005261737916489,0.35974530032736823
ASB7,0.003549202742249023,0.3489574042358389,9.721715e-05,0.3654252362801923,0.3069306930693069,6.92057894029329e-05,0.4244858207899966,0.3974283821874282,0.36772846613734855
LINC01003,0.0035424633748631935,0.3492103352365705,9.721715e-05,0.26356361484316837,0.24752475247524752,4.168643017699739e-05,0.4244858207899966,0.3309713583324827,0.31625820162936225
ZNF639,0.003519878450059168,0.35005844384377516,9.721715e-05,0.23057252347297996,0.2376237623762376,4.506224318965779e-05,0.42495369748335726,0.30418538716751975,0.3068752850317317
IL12A-AS1,0.003509378344168091,0.3504529987363285,9.721715e-05,0.293305457573648,0.2376237623762376,4.522781782268878e-05,0.42495369748335726,0.3529548225916342,0.3068752850317317
KAT14,0.0034955633106484867,0.35097236211547833,9.721715e-05,0.3069025041741449,0.31683168316831684,4.2869461797910003e-05,0.42495369748335726,0.3623406188596752,0.3756897428873322
ARHGAP9,0.003484965959191099,0.35137094856359685,9.721715e-05,0.3301710121722723,0.3465346534653465,5.736826519958456e-05,0.42495369748335726,0.3746267157779187,0.396039603960396
SOCS6,0.003475343783345998,0.3517329984628953,9.721715e-05,0.28609841469058406,0.33663366336633666,4.673107235216335e-05,0.42495369748335726,0.3469107762924337,0.3897726708216943
TUBD1,0.00346650502738657,0.352065689464646,9.721715e-05,0.2916356074635029,0.3564356435643564,4.647613420064933e-05,0.42495369748335726,0.3516506520862173,0.4036643754975724
AC021097.1,0.003463731673272526,0.3521701019429183,9.721715e-05,0.2818661772192391,0.22772277227722773,4.8751506794335604e-05,0.42495369748335726,0.3448607388489875,0.29819655907100967
TBC1D30,0.0034628833543925396,0.3522020420584592,9.721715e-05,0.29907066165705665,0.3564356435643564,4.053614854424662e-05,0.42495369748335726,0.35666706737874887,0.4036643754975724
DR1,0.0034531146938665673,0.35256991767869206,9.721715e-05,0.33665925154709897,0.27722772277227725,6.29375062205775e-05,0.42495369748335726,0.37997658188160155,0.343954991032602
AC239804.1,0.0034221333923887855,0.353737545982976,9.721715e-05,0.37320547324112596,0.2871287128712871,6.90900274653426e-05,0.4259207997181589,0.40404778770240996,0.3523051691672235
AC087241.1,0.0034192693019077292,0.35384555800090256,9.721715e-05,0.33834065344624586,0.31683168316831684,6.015021446544238e-05,0.4259207997181589,0.38040852395470653,0.3756897428873322
SAMD13,0.003412996605493127,0.3540821581656961,9.721715e-05,0.3372523717182594,0.3465346534653465,4.577737509167078e-05,0.4259207997181589,0.38029975959628215,0.396039603960396
SLC25A32,0.003394432462395678,0.35478270989966965,9.721715e-05,0.365655227109451,0.33663366336633666,4.351269823579918e-05,0.4259998567254079,0.3974513338146206,0.3897726708216943
RHPN1,0.0033803374453746904,0.3553149393434061,9.721715e-05,0.23827557077233164,0.2376237623762376,4.7096341337232416e-05,0.4259998567254079,0.31065915354932416,0.3068752850317317
GPD1L,0.0033600332764799528,0.3560821231500041,9.721715e-05,0.3618208479917264,0.36633663366336633,5.294594019405469e-05,0.42620474743392583,0.39493405091432443,0.40931467448420816
BORCS5,0.003336223486415516,0.3569825078654685,9.721715e-05,0.29701498884227007,0.26732673267326734,4.4722999644569e-05,0.42620474743392583,0.35548471145507926,0.33485603257611773
CREBRF,0.0032825032257664316,0.35901690079887516,9.721715e-05,0.27541732286496157,0.2376237623762376,5.221814564692855e-05,0.42729441427844655,0.3401613703560662,0.3068752850317317
NDUFA4L2,0.0032735961253707677,0.3593546024081735,9.721715e-05,0.3799244271066087,0.3465346534653465,6.306283706170687e-05,0.42729441427844655,0.4096484988101863,0.396039603960396
